id,title,description,availability,condition,price,link,image_link,brand,product_type,custom_label_0
DG99-3248,Samsung Galaxy Fit3 — 33.200 puntos,Samsung Galaxy Fit3,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Samsung/DG99-3248/DG99-3248,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34666755&catalogid=132097&languageid=es_ar&imagetype=master1,Samsung,Tecno,33.200 puntos
DG99-3254,Amazon Fire TV Stick 4K Amazon 2 GEN — 35.400 puntos,Amazon Fire TV Stick 4K Amazon 2 GEN,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Amazon/DG99-3254/DG99-3254,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34668291&catalogid=132097&languageid=es_ar&imagetype=master1,Amazon,Tecno,35.400 puntos
DG99-3137,Samsung Cargador inalámbrico Type C — 40.100 puntos,Samsung Cargador inalámbrico Type C,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Samsung/DG99-3137/DG99-3137,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34279939&catalogid=132097&languageid=es_ar&imagetype=master1,Samsung,Tecno,40.100 puntos
DG99-3121,"Delsey Mochila Portanotebook 15,6 — 62.700 puntos","Delsey Mochila Portanotebook 15,6",in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Delsey/DG99-3121/DG99-3121,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34275331&catalogid=132097&languageid=es_ar&imagetype=master1,Delsey,Tecno,62.700 puntos
DG99-3276,Amazon Echo Show 5 Blanco — 84.500 puntos,Amazon Echo Show 5 Blanco,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Amazon/DG99-3276/DG99-3276,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34646019&catalogid=132097&languageid=es_ar&imagetype=master1,Amazon,Tecno,84.500 puntos
DG99-3157,Amazon Amazon Echo Spot — 86.000 puntos,Amazon Amazon Echo Spot,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Amazon/DG99-3157/DG99-3157,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34295299&catalogid=132097&languageid=es_ar&imagetype=master1,Amazon,Tecno,86.000 puntos
DG99-3285,Amazon Kindle 16GB Gen 11 — 120.000 puntos,Amazon Kindle 16GB Gen 11,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Amazon/DG99-3285/DG99-3285,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34648323&catalogid=132097&languageid=es_ar&imagetype=master1,Amazon,Tecno,120.000 puntos
DG99-3141,Samsung Galaxy Watch 7 44mm — 131.900 puntos,Samsung Galaxy Watch 7 44mm,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Samsung/DG99-3141/DG99-3141,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34280963&catalogid=132097&languageid=es_ar&imagetype=master1,Samsung,Tecno,131.900 puntos
DG99-3138,Samsung Galaxy Watch8 40mm — 161.100 puntos,Samsung Galaxy Watch8 40mm,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Samsung/DG99-3138/DG99-3138,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34280195&catalogid=132097&languageid=es_ar&imagetype=master1,Samsung,Tecno,161.100 puntos
DG99-3292,Apple Apple TV 4K — 177.900 puntos,Apple Apple TV 4K,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Apple/DG99-3292/DG99-3292,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34650115&catalogid=132097&languageid=es_ar&imagetype=master1,Apple,Tecno,177.900 puntos
DG99-3176,"Samsung Tablet Galaxy Tab S6 Lite 10,4 — 200.600 puntos","Samsung Tablet Galaxy Tab S6 Lite 10,4",in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Samsung/DG99-3176/DG99-3176,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34426883&catalogid=132097&languageid=es_ar&imagetype=master1,Samsung,Tecno,200.600 puntos
DG99-3159,Jabra Auriculares Jabra Evolve 2 — 203.200 puntos,Jabra Auriculares Jabra Evolve 2,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Jabra/DG99-3159/DG99-3159,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34295811&catalogid=132097&languageid=es_ar&imagetype=master1,Jabra,Tecno,203.200 puntos
DG99-3294,Sony Consola PlayStation 5 — 229.000 puntos,Sony Consola PlayStation 5,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Sony/DG99-3294/DG99-3294,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34650627&catalogid=132097&languageid=es_ar&imagetype=master1,Sony,Tecno,229.000 puntos
DG99-3162,"Samsung Tablet Galaxy S10 FE 10.9"" — 366.000 puntos","Samsung Tablet Galaxy S10 FE 10.9""",in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Samsung/DG99-3162/DG99-3162,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34297859&catalogid=132097&languageid=es_ar&imagetype=master1,Samsung,Tecno,366.000 puntos
DG99-3161,Samsung Celular Galaxy S26 — 458.200 puntos,Samsung Celular Galaxy S26,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Samsung/DG99-3161/DG99-3161,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34297603&catalogid=132097&languageid=es_ar&imagetype=master1,Samsung,Tecno,458.200 puntos
DG99-3158,Apple Apple Watch Series 10 46mm — 493.600 puntos,Apple Apple Watch Series 10 46mm,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Apple/DG99-3158/DG99-3158,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34295555&catalogid=132097&languageid=es_ar&imagetype=master1,Apple,Tecno,493.600 puntos
DG99-3142,Samsung Celular Galaxy Z Flip 7 512GB — 499.300 puntos,Samsung Celular Galaxy Z Flip 7 512GB,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Samsung/DG99-3142/DG99-3142,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34281219&catalogid=132097&languageid=es_ar&imagetype=master1,Samsung,Tecno,499.300 puntos
DG99-3163,Samsung Celular Galaxy S26 Ultra 512GB — 704.900 puntos,Samsung Celular Galaxy S26 Ultra 512GB,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Samsung/DG99-3163/DG99-3163,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34298115&catalogid=132097&languageid=es_ar&imagetype=master1,Samsung,Tecno,704.900 puntos
DG99-3217,Volf Set x 6 Vaso 550ml — 11.700 puntos,Volf Set x 6 Vaso 550ml,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Volf/DG99-3217/DG99-3217,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34443011&catalogid=132097&languageid=es_ar&imagetype=master1,Volf,Vajilla,11.700 puntos
DG99-3223,Volf Set x 6 copas 520 cc — 16.500 puntos,Volf Set x 6 copas 520 cc,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Volf/DG99-3223/DG99-3223,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34604803&catalogid=132097&languageid=es_ar&imagetype=master1,Volf,Vajilla,16.500 puntos
DG99-3229,Volf Set x 6 vasos ultra fino — 19.500 puntos,Volf Set x 6 vasos ultra fino,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Volf/DG99-3229/DG99-3229,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34606339&catalogid=132097&languageid=es_ar&imagetype=master1,Volf,Vajilla,19.500 puntos
DG99-3245,Volf Juego de cubiertos 24 piezas — 31.700 puntos,Volf Juego de cubiertos 24 piezas,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Volf/DG99-3245/DG99-3245,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34665987&catalogid=132097&languageid=es_ar&imagetype=master1,Volf,Vajilla,31.700 puntos
DG99-3152,Volf Set x 6 platos playo 28cm — 65.400 puntos,Volf Set x 6 platos playo 28cm,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Volf/DG99-3152/DG99-3152,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34294019&catalogid=132097&languageid=es_ar&imagetype=master1,Volf,Vajilla,65.400 puntos
